"","STATE","year","bottle_can_production","keg_production","sold_in_brewery","total_production","population","percent_in_brewery","prodcution_PP","consumed_in_brewery_PP","percent_in_can","percent_in_keg","Total Production","Brewery Consumption (PP)","Consumed in Brewery (%)","Canned or Bottled (%)","Kegged (%)","Total Production (PP)"
"568","CT",2018,117099.4,50128.49,26871.86,194099.75,3572.665,13.8443558015917,54.3291212582204,7.52151685086623,60.3294955300045,25.8261486684037,194100,7.52,13.84,60.33,25.83,7.52
"569","DC",2018,11505.98,8975.52,10027.41,30508.91,702.455,32.8671525793612,43.4318354912414,14.2748076389235,37.7135072999986,29.4193401206402,30509,14.27,32.87,37.71,29.42,14.27
"570","DE",2018,217018.27,68113.87,13816.8,298948.94,967.171,4.62179260444944,309.096261157541,14.285788138809,72.593757984223,22.7844494113276,298949,14.29,4.62,72.59,22.78,14.29
"571","FL",2018,9944711.04,1211791.38,138723.04,11295225.46,21299.325,1.22815644974297,530.309080686829,6.51302517802794,88.0434930247067,10.7283505255503,11295225,6.51,1.23,88.04,10.73,6.51
"572","GA",2018,13665906.76,460632.48,51856.22,14178395.46,10519.475,0.365741103401273,1347.82348548763,4.92954448772396,96.3854252658855,3.24883363071325,14178395,4.93,0.37,96.39,3.25,4.93
"573","HI",2018,34458.29,34821.42,12037.94,81317.65,1420.491,14.8036004483651,57.2461564346413,8.47449227063037,42.3749210657219,42.821478485913,81318,8.47,14.8,42.37,42.82,8.47
"574","IA",2018,10200.98,9353.45,74918.83,94473.26,3156.145,79.301624607852,29.9331177750072,23.7374486913624,10.7977431920948,9.90063220005322,94473,23.74,79.3,10.8,9.9,23.74
"575","ID",2018,14567.03,15268.86,12906.99,42742.88,1754.208,30.1968187450167,24.3659132782429,7.35773066819898,34.0806000905882,35.7225811643951,42743,7.36,30.2,34.08,35.72,7.36
"576","IL",2018,1209497.06,219382.35,134257.55,1563136.96,12741.08,8.58898186375172,122.684808509169,10.537375952431,77.3762690634607,14.0347490727876,1563137,10.54,8.59,77.38,14.03,10.54
"577","IN",2018,68032.19,56023.45,49318.85,173374.49,6691.878,28.4464283067249,25.9081964733966,7.36995653537019,39.2400231429664,32.3135485503086,173374,7.37,28.45,39.24,32.31,7.37
"578","KS",2018,6626.39,6342.37,12510.22,25478.98,2911.505,49.1001602104951,8.75113729840753,4.29682243375849,26.00728129619,24.8925584933149,25479,4.3,49.1,26.01,24.89,4.3
"579","KY",2018,129683.59,28653.06,27648.33,185984.98,4468.402,14.8658940092904,41.6222578004396,6.18752072888697,69.7279909377628,15.4061150529468,185985,6.19,14.87,69.73,15.41,6.19
"580","LA",2018,97625.45,48367.7,24619.93,170613.08,4659.978,14.4302711140318,36.6124217753818,5.28327172360041,57.2203784141286,28.3493504718396,170613,5.28,14.43,57.22,28.35,5.28
"581","MA",2018,233473.01,154797.7,57305.4,445576.11,6902.149,12.8609677929097,64.5561418624837,8.30254461327914,52.3980089507043,34.741023256386,445576,8.3,12.86,52.4,34.74,8.3
"582","MD",2018,221125.22,70807.06,30431.62,322363.9,6042.718,9.4401451279129,53.3475002474052,5.03608144546874,68.5949078045029,21.9649470675842,322364,5.04,9.44,68.59,21.96,5.04
"583","ME",2018,83500.42,97260.97,49649.08,230410.47,1338.404,21.5481006570578,172.153154055128,37.0957349200989,36.2398548989549,42.2120444439873,230410,37.1,21.55,36.24,42.21,37.1
"584","MI",2018,902093.81,359017.74,126231.72,1387343.27,9995.915,9.09880941001718,138.79102313295,12.62833067308,65.0231150074343,25.8780755825485,1387343,12.63,9.1,65.02,25.88,12.63
"585","MN",2018,442264.6,152641.92,85052.12,679958.64,5611.179,12.5084255124694,121.179281573445,15.1576201721599,65.0428679014947,22.4487065860359,679959,15.16,12.51,65.04,22.45,15.16
"586","MO",2018,11927936.41,763851.31,31234.65,12723022.37,6126.452,0.245497092527709,2076.73582850237,5.09832607845454,93.7508090697478,6.0036938377245,12723022,5.1,0.25,93.75,6,5.1
"587","MS",2018,6788.76,3666.89,10462.16,20917.81,2986.53,50.015560902408,7.00405152467914,3.50311565596194,32.4544491034195,17.5299899941724,20918,3.5,50.02,32.45,17.53,3.5
"588","MT",2018,63609.62,44290.04,40821.3,148720.96,1062.305,27.4482493926882,139.99836205233,38.4270995618019,42.7711198206359,29.7806307866759,148721,38.43,27.45,42.77,29.78,38.43
"589","NC",2018,935057.28,298636.47,181068.92,1414762.67,10383.62,12.7985367326663,136.249465022796,17.4379378290038,66.0928719585173,21.1085913088165,1414763,17.44,12.8,66.09,21.11,17.44
"590","ND",2018,241.84,299.88,6723.49,7265.21,760.077,92.5436429229162,9.55851841326603,8.8458011490941,3.32874066957459,4.12761640750921,7265,8.85,92.54,3.33,4.13,8.85
"591","NE",2018,13114.23,11217.22,23984.61,48316.06,1929.268,49.6410717264611,25.0437264288839,12.431974199541,27.1425898552158,23.216338418323,48316,12.43,49.64,27.14,23.22,12.43
"592","NH",2018,2579021.31,295253.52,38366.97,2912641.8,1356.458,1.3172567254923,2147.24068124483,28.2846722862042,88.5457768957377,10.13696637877,2912642,28.28,1.32,88.55,10.14,28.28
"593","NJ",2018,2770939.78,370889.34,59781.77,3201610.89,8908.52,1.86724033787879,359.387517791956,6.71062870151271,86.5482994405982,11.584460221523,3201611,6.71,1.87,86.55,11.58,6.71
"594","NM",2018,48212.94,37733.8,21234.68,107181.42,2095.428,19.8119039661912,51.1501325743476,10.1338151442092,44.9825538792078,35.205542154601,107181,10.13,19.81,44.98,35.21,10.13
"595","NV",2018,12241.81,12423.11,16923.86,41588.78,3034.392,40.693331230202,13.7058033372089,5.5773479497705,29.4353669427187,29.8713018270793,41589,5.58,40.69,29.44,29.87,5.58
"596","NY",2018,7428652.03,466871,112324.25,8007847.28,19542.209,1.40267722488334,409.771857418985,5.74777651799753,92.7671541458268,5.83016862928984,8007847,5.75,1.4,92.77,5.83,5.75
"597","OH",2018,16201555.3,1359048.25,99966.84,17660570.39,11689.442,0.566045364291317,1510.81380873441,8.55189152741423,91.7385732296271,7.69538140608153,17660570,8.55,0.57,91.74,7.7,8.55
"598","OK",2018,183.59,968.47,16905.78,18057.84,3943.079,93.6201671960766,4.57962926941104,4.28745657898307,1.016677520678,5.36315528324539,18058,4.29,93.62,1.02,5.36,4.29
"599","OR",2018,990592.29,404151.01,121831.69,1516574.99,4190.713,8.03334426608209,361.889489926893,29.0718285885958,65.3177255679259,26.648930165992,1516575,29.07,8.03,65.32,26.65,29.07
"600","PA",2018,4126266.57,905758.65,78428.55,5110453.77,12807.06,1.53466900454908,399.034108530763,6.12385278120037,80.7416866623959,17.723644333055,5110454,6.12,1.53,80.74,17.72,6.12
"601","RI",2018,32268.25,15630.68,15674.07,63573,1057.315,24.65523099429,60.1268306985146,14.8244089982645,50.7577902568701,24.5869787488399,63573,14.82,24.66,50.76,24.59,14.82
"602","SC",2018,19482.87,14709.1,38081.25,72273.22,5084.127,52.690678511349,14.2154631463769,7.49022398535678,26.9572464046849,20.3520750839661,72273,7.49,52.69,26.96,20.35,7.49
"603","SD",2018,877.45,2298.83,8928.3,12104.58,882.235,73.7596843508821,13.7203579545133,10.1200927190601,7.24890909060868,18.9914065585093,12105,10.12,73.76,7.25,18.99,10.12
"604","TN",2018,1750984.8,54131.48,57029.15,1862145.43,6770.01,3.06255081269351,275.058002868533,8.4237911022288,94.0305075957467,2.9069415915598,1862145,8.42,3.06,94.03,2.91,8.42
"605","TX",2018,16987670.45,1069103.27,162547.36,18219321.08,28701.845,0.892170236674922,634.778742620901,5.66330701040299,93.2398653901982,5.86796437312691,18219321,5.66,0.89,93.24,5.87,5.66
"606","UT",2018,110817.78,51234.23,10153.87,172205.88,3161.105,5.8963549908981,54.476482116222,3.21212677212557,64.3519141158246,29.7517308932773,172206,3.21,5.9,64.35,29.75,3.21
"607","VA",2018,12333484.1,1272328.62,118672.93,13724485.65,8517.685,0.864680345962546,1611.29293346725,13.9325333115747,89.8648183584206,9.27050129561686,13724486,13.93,0.86,89.86,9.27,13.93
"608","VT",2018,187172.15,66620.54,19980.23,273772.92,626.299,7.29810311406986,437.128144863715,31.9020627527746,68.3676639749468,24.3342329109833,273773,31.9,7.3,68.37,24.33,31.9
"609","WA",2018,174684.94,222168.19,121733.57,518586.7,7535.591,23.4741018232824,68.8183182977951,16.154482110295,33.6848091167784,42.8410890599393,518587,16.15,23.47,33.68,42.84,16.15
"610","WI",2018,9225292.71,1047608.3,71830.22,10344731.23,5813.568,0.694365260952265,1779.41175367692,12.355617066834,89.178660178685,10.1269745603627,10344731,12.36,0.69,89.18,10.13,12.36
"611","WV",2018,20.73,3278.68,7252.5,10551.91,1805.832,68.7316324722254,5.84324012421975,4.01615432664833,0.196457323839949,31.0719102039346,10552,4.02,68.73,0.2,31.07,4.02
"612","WY",2018,11129.22,16731.39,15298.08,43158.69,577.737,35.4461175721506,74.7030050005452,26.4793149824228,25.7867419052803,38.7671405225692,43159,26.48,35.45,25.79,38.77,26.48
